Smiles,Rf,XGB,SVM,Mean
N1=C(CC(C(=O)Nc2cc3c(OCO3)cc2)O1)c1cc(Br)ccc1,0.414055005,0.9815638,0.474348078,0.623322297
C12(C(=O)Nc3c1cc(cc3)OC)CN(C(=O)Cc1ccc(cc1)OC)CC2,0.339921367,0.9717159,0.558296846,0.62331138
N1=C(CC(C(=O)Nc2ccc(cc2)C)O1)c1cc(c(cc1)OC)OC,0.336490272,0.9391764,0.593940834,0.623202495
c1(C(=O)N2CCN(C(C(=O)NCCc3ccc(cc3)OC)C3CCCC3)CC2)ccc(c(c1)OC)OC,0.383618509,0.95156664,0.533107728,0.622764291
c1(C(=O)N2CCC(CC2)C(C(=O)NCC=C)NC(=O)c2ccccc2)ccc(cc1)OC,0.467151525,0.9270863,0.471883012,0.622040277
O=C(Nc1ccc(cc1)CCCC)c1sc2ccc(cc2c1Cl)OC,0.449028104,0.78224987,0.634729227,0.6220024
N1=C(c2c(ccc(c2)OC)OC)CC(C(=O)Nc2ccc(C(=O)C)cc2)O1,0.392178817,0.9885521,0.482833693,0.621188201
S(=O)(=O)(/N=C(/Nc1cc(c(cc1)OC)OC)\NCc1ccc(OC(C)C)cc1)C,0.381728841,0.9970573,0.484682051,0.62115607
N(C(=O)c1csc(n1)NC(=O)c1cccc(c1)F)Cc1cc(C(F)(F)F)ccc1,0.436235032,0.97864425,0.447721516,0.620866933
n1c2n(c(cc1N1CCN(C(=O)Cc3ccc(cc3)C)CC1)C)cnn2,0.330605695,0.9641369,0.566370325,0.620370973
c1(c[nH]c2c1cccc2)C(CNC(=O)c1ccccc1)c1ccc(cc1)OC,0.46147021,0.97753215,0.421590461,0.620197606
c1(nc2c(s1)cc(cc2)F)NC(=O)c1ccc(cc1)F,0.543477806,0.65344346,0.661327258,0.619416173
n12c(nc(cc2C)Nc2ccc(cc2)C)nn(c1=O)Cc1cc(F)ccc1,0.325822044,0.96989226,0.559425432,0.618379913
c12n(c(=O)cc(n2)c2cc(OC)ccc2)c2c(n1CC(=O)Nc1ccc(C(=O)OC)cc1)cccc2,0.419291498,0.9719097,0.463140744,0.618113981
c1(nc2c(s1)cc(NC(=O)c1ncccc1)cc2)NC(=O)c1ccccc1,0.595938136,0.72112805,0.537133186,0.618066456
c1(nc2c(s1)cc(cc2)C)NC(=O)c1cc(OC)ccc1,0.478770456,0.89448076,0.480782597,0.618011272
c1(sc2c(c1Cl)cccc2)C(=O)Oc1ccc(NC(=O)C)cc1,0.434461524,0.8546542,0.563996579,0.617704099
c1(cc(no1)c1cc(c(cc1)OC)OC)C(=O)Nc1cc(c(cc1)OC)OC,0.354654295,0.9449006,0.552617971,0.617390946
c1(N2CCOCC2)ncc(CNC(=O)c2ccc(cc2)OC)cc1,0.394248602,0.9733201,0.483425616,0.616998115
c1(nnc(s1)COc1ccccc1)C(=O)Nc1ccc(C(=O)NCc2ccc(cc2)OCCCC)cc1,0.492304113,0.8095415,0.548945738,0.616930458
c1(nc2c(n1C)ccc(C(=O)NC(C)C)c2)CN(C(=O)Nc1ccc(cc1)OC)C,0.431385479,0.9270771,0.491728872,0.616730489
n1c([nH]c2c1cc(C(=O)NCc1ccc(OC(C)C)cc1)cc2)Cc1ccc(NC(=O)CC)cc1,0.412656897,0.87282586,0.563899116,0.616460625
c1(nnc(s1)C)C(=O)Nc1cc(C(=O)NCc2ccc(cc2)OC)ccc1,0.429253235,0.94938207,0.469945256,0.616193519
S(=O)(=O)(/N=C(/Nc1ccc(cc1)OC)\NCc1cc(F)ccc1)C,0.415129377,0.9695301,0.462448817,0.615702767
c1(c[nH]c2c1cccc2)C(CNC(=O)c1cc(OC)ccc1)c1ccc(cc1)OC,0.47041851,0.9758168,0.398290011,0.614841769
c1cc(C(=O)N2CCC(CC2)C(C(=O)N(CC)CC)NC(=O)c2cccc(c2)OC)cc(c1)OC,0.416447341,0.95319396,0.474792658,0.61481132
c1(nnc(s1)COC)C(=O)Nc1cc(C(=O)NCc2ccc(cc2)OCCCC)ccc1,0.446736111,0.88193077,0.513139705,0.613935528
C(=O)(C(NC(=O)c1ccc(cc1)OC)C1CCN(C(=O)c2ccccc2)CC1)N(CC)CC,0.409733559,0.94746107,0.484556579,0.613917069
c1(C(=O)N2CCC(CC2)C(C(=O)N(CC)CC)NC(=O)c2ccc(cc2)OC)ccc(cc1)OC,0.398688916,0.9304338,0.512468245,0.613863657
N1=C(c2c(c(OC)ccc2)OC)CC(C(=O)Nc2cc3c(OCO3)cc2)O1,0.382888607,0.9851066,0.47300756,0.613667585
C(=O)(N1CCC(C(=O)Nc2ccc(cc2)OC)CC1)c1cc(F)ccc1,0.413640289,0.8992257,0.527199506,0.613355169
C(=O)(N1CCC(CC1)CCOCc1cc(F)ccc1)c1cc(OC)ccc1,0.39640924,0.87181616,0.57145314,0.613226179
c1(c2c([nH]c1)ccc(c2)OC)C(c1cc(C(F)(F)F)ccc1)CC(=O)NCc1ccccc1,0.421764928,0.96457136,0.452825116,0.6130538
c1(noc(c1)c1cc(c(cc1)OC)OC)C(=O)Nc1cc(C(=O)C)ccc1,0.389247134,0.97354794,0.475924656,0.612906575
N1=C(CC(C(=O)Nc2ccc(C(=O)C)cc2)O1)c1cc(c(c(c1)OC)OC)OC,0.330621079,0.9867012,0.521356416,0.612892895
n1c(C(=O)Nc2cc(C(=O)C)ccc2)cccc1C(=O)OC,0.381508378,0.94029343,0.516720896,0.612840902
n1(c(nc2c(c1=O)cccc2)SCC(=O)Nc1[nH]cnn1)c1cc(ccc1OC)OC,0.398996649,0.91556,0.523611923,0.612722859
C(c1cc(NC(=O)c2cnc(N3CCOCC3)cc2)ccc1)(F)(F)F,0.427293173,0.8253158,0.584955887,0.612521611
S(=O)(=O)(N(CC(=O)Nc1ccc(C(=O)OC)cc1)CCc1ccccc1)c1ccc(cc1)OC,0.410342251,0.9492407,0.476793617,0.612125518
N1=C(c2c(c(OC)ccc2)OC)CC(C(=O)Nc2cc(C(=O)C)ccc2)O1,0.362457386,0.9512135,0.522584815,0.612085227
c1(c[nH]c2c1cccc2)C(CNC(=O)c1cc(OC)ccc1)c1ccccc1,0.450115995,0.9748155,0.410843979,0.611925154
N1(C(=O)C(NC(=O)Nc2c(Cl)cccc2)c2ccccc2)c2c(CC1)cccc2,0.442459036,0.9671911,0.425822893,0.611824343
c1cc(C(=O)N2CCC(CC2)C(C(=O)NCCC)NC(=O)c2cccc(c2)OC)cc(c1)OC,0.435709753,0.9227056,0.476512837,0.611642727
c12nc(cn1cccn2)c1cc(NC(=O)c2cc(c(cc2)OC)OC)ccc1,0.394945172,0.87960297,0.559709486,0.611419209
c1(c2c(ccc1OC)cccc2)CN1CCN(C(=O)c2cc(OC)ccc2)CC1,0.351876467,0.9355,0.54575171,0.611042734
c1(cc(no1)c1c(O)cccc1)C(=O)Nc1cc(c(c(c1)OC)OC)OC,0.356472084,0.8781562,0.598116992,0.610915087
S(=O)(=O)(/N=C(/Nc1ccc(cc1)OC)\NCc1ccc(OC(C)C)cc1)C,0.406275449,0.9606435,0.465281466,0.610733462
n1(ncc2c1cc(C(=O)NCc1ccc(OC(C)C)cc1)cc2)Cc1cc(Cl)ccc1,0.39345492,0.93732524,0.5,0.610260053
N(C(=O)c1cc(OC)ccc1)C(c1ccccc1)c1ccccc1,0.487820974,0.95655113,0.384650954,0.609674355
C(=O)(N1CCC(C(=O)Nc2cc(F)ccc2)CC1)c1ccc(cc1)OC,0.378114384,0.94327855,0.505813247,0.609068727
c1(nc2c(s1)cc(NC(=O)Cc1ccccc1)cc2)NC(=O)Cc1ccccc1,0.50740179,0.79456997,0.525083722,0.609018494
c1(nc2c(n1C)ccc(C(=O)N(C)C)c2)CN(C(=O)Nc1ccc(cc1)OC)C,0.394767668,0.93986255,0.491841958,0.608824058
N1=C(CC(=Nc2c1cccc2)SCC(=O)Nc1cc(C(=O)C)ccc1)c1ccc(cc1)OC,0.435131735,0.9678776,0.419884519,0.607631294
C(=O)(C1Cc2c(OC1)ccc(c2)OC)Nc1cc(C(=O)C)ccc1,0.356821429,0.93978876,0.52622518,0.607611789
c1([nH]c2c(c1)cccc2)C(=O)NCC(=O)NCCc1c[nH]c2c1cccc2,0.470569129,0.7933263,0.55876237,0.607552606
c1(sc2c(c1Cl)cccc2)C(=O)Nc1cc(c2nc3c(o2)cc(cc3)C)ccc1C,0.433653232,0.9205643,0.468326259,0.607514595
N1=C(CC(C(=O)Nc2cc(O)ccc2)O1)c1c(F)cccc1,0.443543712,0.8998805,0.479087173,0.607503804
S(=O)(=O)(N(CC(=O)N1CCNCC1)CC(C)C)c1ccc(cc1)OC,0.412332756,0.9603651,0.449795096,0.607497656
c12nc(cn1cccn2)c1cc(NC(=O)c2ccc(cc2)OCCCC)ccc1,0.4027937,0.7675294,0.650133001,0.60681871
c12n(c(=O)cc(n2)c2ccc(cc2)OC)c2c(n1CC(=O)Nc1ccc(C(=O)OC)cc1)cccc2,0.404573207,0.97139335,0.442620331,0.606195628
C(=O)(Nc1ccc(F)cc1)C(NC(=O)C1CC(=NO1)c1cc(F)ccc1)Cc1ccccc1,0.458051794,0.89091367,0.469614915,0.606193458
c1([nH]c2c(c1)cccc2)C(=O)Nc1ccc(c2[nH]c3c(c2)cccc3)cc1,0.456404507,0.7843165,0.577132125,0.605951038
c1(sc2c(c1Cl)cccc2)C(=O)Nc1ccc(cc1)OCC,0.467055297,0.8427474,0.507055234,0.605619307
n1c2n(c(cc1N1CCN(C(=O)c3cc(OC)ccc3)CC1)CCC)cnn2,0.370226738,0.83175427,0.614010129,0.605330378
c1(c[nH]c2c1cccc2)CC(C(=O)Nc1ccc(cc1)OC)NC(=O)C,0.458209537,0.9412489,0.416256398,0.605238276
N1=C(c2c(c(OC)ccc2)OC)CC(C(=O)Nc2cc(O)ccc2)O1,0.362859944,0.931683,0.520505209,0.605016052
c1(cc(no1)c1cc(c(cc1)OC)OC)C(=O)Nc1cc2c(OCO2)cc1,0.391778709,0.9426321,0.479146065,0.604518951
N1(C(=O)c2cc(NC(=O)c3cc(F)ccc3)ccc2)C(C(=O)NCCOC)CCC1,0.481753669,0.93007565,0.400755104,0.604194806
N1=C(CC(C(=O)Nc2cc(C(F)(F)F)ccc2)O1)c1ccc(cc1)F,0.372737355,0.94658726,0.493068013,0.604130878
c1(sc(nn1)C(=O)NCc1cc(OC)ccc1)C(=O)Nc1ccc(cc1)OC,0.414547233,0.85353744,0.541690356,0.603258343
CC(=O)N1CCC(CC1)C(C(=O)N(CC)CC)NC(=O)c1cccc(c1)OC,0.422575826,0.9576149,0.428880492,0.603023739
c1(nnc(s1)COC)C(=O)Nc1cc(C(=O)NCc2cc(Br)ccc2)ccc1,0.385090375,0.97940856,0.444513658,0.603004199
S(=O)(=O)(N(CC(=O)NCc1ccc(cc1)OC)Cc1ccccc1)c1cc(c(cc1)OC)OC,0.418363172,0.91481715,0.475459297,0.602879874
N1=C(CC(C(=O)Nc2c(C(F)(F)F)cccc2)O1)c1cc(c(cc1)OC)OC,0.342956149,0.95584136,0.509607897,0.602801803
c1(nnc(s1)C)C(=O)Nc1cc(C(=O)NCc2cc(OC)ccc2)ccc1,0.434758123,0.925305,0.448062838,0.602708657
N1=C(CC(C(=O)Nc2ccc(cc2)CC)O1)c1cc(OC)ccc1,0.358648812,0.91692483,0.532244162,0.602605936
CC(=O)N1CCC(CC1)C(C(=O)N(CC)CC)NC(=O)c1ccc(cc1)OC,0.397815707,0.9392234,0.470224992,0.602421369
C(c1cc(NC(=O)C(=O)NCCc2c[nH]c3c2cccc3)ccc1)(F)(F)F,0.383055234,0.9797748,0.44383883,0.602222946
c1(nc2c(n1C)ccc(C(=O)NC(C)C)c2)CN(C(=O)Nc1cc(OC)ccc1)C,0.414485194,0.93611974,0.454957312,0.601854081
N1=C(CC(C(=O)Nc2ccc(cc2)C)O1)c1cc(OC)ccc1,0.366053508,0.9055123,0.533531717,0.601699166
n1[nH]c2c(c1)ccc(C(=O)NCc1ccc(cc1)OCC)c2,0.393364632,0.88556206,0.524392027,0.60110624
c12nc(cn1cccn2)c1cc(NC(=O)c2cc(c(c(c2)OCC)OCC)OCC)ccc1,0.40103091,0.8044495,0.597249044,0.600909818
N1=C(CC(C(=O)NC(C)(C)C)O1)c1cc(c(cc1)OC)OC,0.31861855,0.9749683,0.508952961,0.600846608
c1(nc2c(s1)cc(NS(=O)(=O)Cc1ccccc1)cc2)NC(=O)c1ccccc1,0.488508225,0.7612554,0.552763434,0.600842348
S(=O)(=O)(/N=C(/Nc1ccc(cc1)OC)\NCc1cc(OC)ccc1)C,0.408974388,0.8932188,0.5,0.600731068
C1(=C(OCCS1)C)C(=O)Nc1cc(C(=O)NCc2ccc(cc2)OC)ccc1,0.404201365,0.9751931,0.422409833,0.600601427
c12n(c(=O)n(n2)CC(=O)Nc2cc(F)ccc2)ccc(n1)Nc1ccc(F)cc1,0.390781401,0.9733052,0.435677333,0.59992132
C1(=C(C(=O)C1=O)N1CCOCC1)NCc1ccc(C(=O)NCc2cc(OC)ccc2)cc1,0.341001239,0.94917667,0.508245936,0.599474615
c1(nc2c(s1)cc(cc2)C)c1ccc(NC(=O)C)cc1,0.467202203,0.7416767,0.589193216,0.599357369
c1(c2c([nH]c1)ccc(c2)OC)C(c1cc(C(F)(F)F)ccc1)CC(=O)NCCN1CCOCC1,0.409649606,0.87525815,0.511809827,0.59890586
S(=O)(=O)(/N=C(/Nc1cc(c(cc1)OC)OC)\NCc1cc(OC)ccc1)C,0.390277859,0.9472476,0.459087003,0.598870829
c1(C(=O)Nc2cc(F)ccc2)oc(cc1)CNC(=O)c1ccc(cc1)OC,0.401706579,0.99368,0.398819476,0.598068685
c1(C(=O)N2CCC(CC2)C(C(=O)N2CCCCC2)NC(=O)c2ccc(cc2)OC)cc(F)ccc1,0.425559773,0.9652775,0.401924867,0.597587378
n1(nc(cc1c1ccc(cc1)OC)C(=O)Nc1cc(C(=O)C)ccc1)C1CS(=O)(=O)CC1,0.373509369,0.90431434,0.514769226,0.597530978
c1(nc2c(s1)cc(S(=O)(=O)C)cc2)NC(=O)c1ccc(cc1)C,0.501677129,0.64916897,0.641393035,0.597413044
C(=O)(N1c2c(CCCC1)cccc2)Nc1ccc(C(=O)NCc2cc(c(cc2)OC)OC)cc1,0.360657315,0.9853484,0.446162755,0.597389491
c12nc(cn1cccn2)c1cc(NC(=O)c2cc([N+](=O)[O-])ccc2)ccc1,0.382602796,0.8549226,0.553971627,0.597165672
c1(nc2c(s1)cc(NC(=O)CCc1ccccc1)cc2)SCC(=O)NC(c1ccccc1)c1ccccc1,0.484741642,0.7123781,0.593668232,0.59692932
c1(c([nH]c2c1cccc2)c1ccc(cc1)Cl)NC(=O)Nc1cc(c(cc1)OC)OC,0.392014979,0.9737507,0.423513131,0.596426273
c1(c(nc(s1)Nc1ccccc1)C(=O)N)NC(=O)c1cc(nc2c1cccc2)c1occc1,0.450320733,0.8292778,0.509555647,0.596384731
c1(c(NC(=O)c2cc(F)ccc2)c2c(o1)cccc2)C(=O)Nc1ccc(cc1)OC,0.457505277,0.9954268,0.334218816,0.595716956
N1=C(CC(C(=O)Nc2ccc(C(=O)C)cc2)O1)c1ccc(cc1)OC,0.372253476,0.91466135,0.5,0.595638274
C(=O)(C1(c2ccc(cc2)OC)CCOCC1)Nc1ccc(C(=O)NCc2ccccc2)cc1,0.391699966,0.9078976,0.487105274,0.595567611
n12c(nc(n2)CN2CCN(c3cc(ccc3C)Cl)CC2)nc(cc1N1CCOCC1)C,0.332645293,0.9721077,0.48185538,0.595536127
C12(C(=O)Nc3c1cc(cc3)OC)CN(C(=O)c1ccc(cc1)OC)CC2,0.312826564,0.9732891,0.5,0.595371879
S(=O)(=O)(N1CCN(Cc2nc3c(n2C)ccc(S(=O)(=O)N(CC)CC)c3)CC1)N(C)C,0.413404135,0.7488767,0.623317669,0.595199498
c1(N2CCOCC2)ncc(CNC(=O)c2cc(Cl)ccc2)cc1,0.37125124,0.9428843,0.471216493,0.595117353
N(C(=O)c1csc(n1)NC(=O)c1cccc(c1)F)CC1CC1,0.443682971,0.95474964,0.386589925,0.595007513
n1c(oc2c1ccc(C(=O)N1CCC(C(C(=O)NCc3ccc(cc3)OC)C)CC1)c2)c1ccccc1,0.399942455,0.9305646,0.454397521,0.594968186
N(C(=O)NC(C)C)c1ccc(N(C)C)c(CN(C(=O)c2ccc(cc2)OC)C(c2ccccc2)C)c1,0.41166166,0.9873483,0.384109062,0.594373013
c1(nnc(s1)CNC(=O)c1cc(OC)ccc1)C(=O)Nc1cc(F)ccc1,0.406076616,0.99220157,0.38395002,0.594076067
c1(nc2c(s1)cc(cc2)C)NC(=O)c1cc(c(cc1)C)C,0.506476166,0.81390613,0.461329041,0.59390378
c1(sc2c(c1Cl)cccc2)C(=O)Nc1cc(OC)ccc1,0.461154146,0.71298236,0.607008455,0.593714986
c1(c[nH]c2c1cccc2)CC(C(=O)NC1CCCCC1)NC(=O)OCc1ccccc1,0.484844692,0.795656,0.5,0.593500239
c1(nc2c(s1)cc(NC(=O)CC1CCCCC1)cc2)NC(=O)c1ccccc1,0.567907535,0.6939878,0.518216485,0.593370602
C(=O)(c1ccc(NC(=O)COc2ccc(cc2)OC)cc1)OCCCC,0.420125286,0.90596443,0.453202245,0.593097322
n1c(nnn1CC)NCc1c2c(ccc1OCc1ccc(cc1)C)cccc2,0.378423049,0.8008819,0.59932734,0.592877437
c1(sc(nn1)Cc1ccc(cc1)OC)NC(=O)c1ccc(NC(=O)C)cc1,0.391105656,0.95057213,0.436455731,0.592711174
C(=O)(c1cnc(c2cc(F)ccc2)cc1)Nc1ccc(cc1)OC,0.387004063,0.9819952,0.408247101,0.592415463
c1(nc(NC(=O)c2cc(F)ccc2)sc1)C(=O)N(CC=C)CC=C,0.426581732,0.93155414,0.417372654,0.591836175
c1(nc2c([nH]1)cccc2)NC(=O)C(NC(=O)CCc1ccc(cc1)OC)CCC,0.422052704,0.97218084,0.380965722,0.59173309
C(=O)(NC1CCN(Cc2ccccc2)CC1)c1ccc(Nc2ncc(c3cc(F)ccc3)cn2)cc1,0.431156826,0.95248955,0.391356136,0.591667506
c1(c(ccc(c1)CCNC(=O)CC(c1c[nH]c2c1cccc2)c1cc(OC)ccc1)OC)OC,0.403228766,0.9946424,0.377070286,0.591647143
c1(c([nH]c2c1cccc2)c1ccc(cc1)CC)NC(=O)Nc1cc(c(cc1)OC)OC,0.357763227,0.9750404,0.442081804,0.591628469
n12c(nc(n2)CN2CCN(c3cc(Cl)ccc3)CC2)nc(cc1N1CCOCC1)C,0.338965088,0.9440452,0.491055552,0.591355275
c1(c(NC(=O)c2ccc(cc2)OC)c2c(o1)cccc2)C(=O)Nc1cc(F)ccc1,0.438287647,0.99403197,0.34168488,0.591334831
c12nc(cn1cccn2)c1cc(NC(=O)c2cc(F)ccc2)c(cc1)C,0.429328779,0.9086144,0.435914712,0.591285963
c1(sc2c(c1Cl)cccc2)C(=O)Nc1ccc(c2nc3c(o2)ccc(c3)CC)cc1,0.384798609,0.93958384,0.449080274,0.59115424
S(=O)(=O)(N(CC(=O)Nc1cc(C(=O)C)ccc1)CCc1ccccc1)c1ccc(cc1)OC,0.407345792,0.9442238,0.421615831,0.591061815
c1(nc2c([nH]1)cccc2)NC(=O)C(NC(=O)c1cc(cc(c1)OC)OC)CCC,0.472605919,0.96700066,0.332848401,0.590818328
c1(C(=O)C(=O)NC(c2ccccc2)c2ccccc2)c[nH]c2c1cccc2,0.473896944,0.93632954,0.361829779,0.590685422
c1(nnc(s1)CC)C(=O)Nc1ccc(C(=O)NCc2ccc(cc2)OCCC)cc1,0.3865512,0.8853758,0.5,0.590642332
c1(c2c([nH]c1)ccc(c2)OC)C(CC(=O)NCc1ccccc1)c1ccc(C(C)(C)C)cc1,0.429360335,0.95749193,0.384793821,0.590548697
n1(c(nc2c(c1=O)ccc(C(=O)OC)c2)N1CCOCC1)Cc1ccc(cc1)OC,0.39928805,0.93369406,0.438611494,0.590531203
c1(C(=O)Oc2ccccc2)c(cc(NC(=O)c2occc2)cc1)O,0.402746552,0.9054012,0.463317451,0.590488391
N1=C(CC(C(=O)Nc2cc(c(c(c2)OC)OC)OC)O1)c1c(F)cccc1,0.331669508,0.95564914,0.483316069,0.590211572
n1c(oc2c1ccc(C(=O)N1CCC(CC(=O)NCc3cc(F)ccc3)CC1)c2)c1ccccc1,0.383340768,0.9411699,0.446000108,0.590170265
n1c2n(c(cc1N1CCN(C(=O)c3ccc(cc3)OC)CC1)CCC)cnn2,0.3921691,0.73492944,0.64310352,0.590067354
n12c(nnc1ccc(c2)Cl)N1CCC(NC(=O)c2cc(F)ccc2)CC1,0.395518918,0.93421,0.439292291,0.589673737
[nH]1c(C(=O)Nc2nccs2)cc2c1c1ncccc1cc2,0.381404362,0.9458554,0.441685115,0.589648286
c1(c2c([nH]c1)ccc(c2)OC)C(c1cc(C(F)(F)F)c(cc1)Cl)CC(=O)Nc1ccccc1,0.424362066,0.96781766,0.376729922,0.589636551
S(=O)(=O)(N(CC(=O)Nc1ccc(C(=O)OC)cc1)Cc1ccccc1)c1ccc(cc1)OC,0.411581678,0.8957633,0.461388067,0.589577674
c1(nn(cc1)CC)C(=O)Nc1cc(OCc2oc(nn2)c2ccccc2)ccc1,0.497087289,0.8317604,0.439839254,0.589562317
c12[nH]ccc1ccc(c2)CCC(=O)NCc1ccccc1,0.412500404,0.8557644,0.5,0.589421598
c1(=O)[nH]c2c([nH]1)ccc(c2)NCc1cc(OCc2ccccc2)ccc1,0.477003156,0.8111862,0.479678368,0.589289239
c1(nn(cc1)CC)C(=O)Nc1ccc(OCc2oc(nn2)c2ccccc2)cc1,0.47888225,0.8831279,0.405651591,0.58922059
c1(nc2c(s1)cccc2)c1c(ccc(NC(=O)c2occc2)c1)O,0.439278917,0.78762025,0.539901797,0.588933654
n1c2n(c(cc1N1CCN(C(=O)c3ccc(cc3)OCC)CC1)CC)cnn2,0.367433396,0.86927474,0.529957008,0.58888838
C(c1cc(NC(=O)c2csc(n2)c2ccc(OCc3cccc(c3)OC)cc2)ccc1)(F)(F)F,0.524977242,0.73358667,0.507667532,0.588743814
O=C(NC(c1ccccc1)Cc1ccc(cc1)C)c1c(c2ccccc2s1)Cl,0.442916219,0.75563335,0.567634928,0.588728167
n1c(nnn1C)NCc1c2c(ccc1OCc1ccc(cc1)C)cccc2,0.320697628,0.85725904,0.588202625,0.588719763
C12(C(=O)Nc3c1cc(cc3)OC)CN(C(=O)c1cc(c(cc1)OC)OC)CC2,0.350798988,0.9380989,0.476926628,0.588608174
c1(c([nH]c2c1cccc2)c1ccc(cc1)Cl)NC(=O)Nc1cc(c(c(c1)OC)OC)OC,0.374691542,0.92810786,0.462439258,0.588412886
c1(C(=O)N2CCC(CC2)C(C(=O)NCCC)NC(=O)c2cccc(c2)OC)ccccc1,0.465591882,0.9115397,0.387881792,0.588337782
n1c(nnn1CCC)NCc1c2c(ccc1OCc1ccc(cc1)C)cccc2,0.381187773,0.7711124,0.612683219,0.588327792
c1(noc(c1)c1cc(c(cc1)OC)OC)C(=O)Nc1ccc(C(=O)C)cc1,0.346561429,0.9512147,0.46661822,0.58813144
c1(C(=O)N2CCC(CC2)C(C(=O)N(CC)CC)NC(=O)c2cccc(c2)OC)ccccc1,0.42574523,0.95260733,0.385808214,0.588053593
c1([nH]c2c(c1)cc(cc2)Cl)c1ccc(NC(=O)CC)cc1,0.403506721,0.9265674,0.433828372,0.587967489
c1(C(=O)Nc2cc(C(=O)C)ccc2)cc(nc2c1cccc2)c1cc(c(cc1)OC)OC,0.405761747,0.8991262,0.458646946,0.587844955
C1CN(CCN1C(=O)c1ccc(cc1)C)CC(c1cc(ccc1)OC)OCc1ccc(cc1)C,0.372412828,0.7751752,0.615883897,0.587823979
n1(c(nc2c(c1=O)ccc(C(=O)OC)c2)N1CCOCC1)Cc1cc(OC)ccc1,0.384483028,0.9271991,0.45025857,0.587313574
n1c2n(c(cc1N1CCN(C(=O)c3cc(NC(=O)C)ccc3)CC1)C)cnn2,0.339497806,0.84812677,0.574006939,0.587210505
N1=C(CC(=Nc2c1cccc2)SCC(=O)Nc1ccc(C(=O)C)cc1)c1ccc(cc1)OC,0.434346196,0.94422454,0.38294591,0.587172214
c1(c2c([nH]c1)ccc(c2)OC)C(c1cc(C(F)(F)F)c(cc1)Cl)CC(=O)NCc1ccccc1,0.44417266,0.94139534,0.375780355,0.587116119
N1=C(CC(C(=O)Nc2cnccc2)O1)c1cc(c(cc1)OC)OC,0.368298717,0.96202403,0.429079459,0.586467403
C(C(=O)N1CCC(CC1)C(C(=O)NCCC)NC(=O)c1ccc(cc1)OC)Cc1ccccc1,0.430137858,0.86888474,0.460294473,0.586439025
c1(nc2c(s1)cc(NC(=O)CCC)cc2)SCc1ccc(cc1)C,0.41719335,0.8066129,0.535463759,0.586423339
S1(=O)(=O)N(C(=CC(=N1)c1cc(c(cc1)OC)OC)C(=O)Nc1cc(C(=O)C)ccc1)C,0.313601636,0.9713608,0.473755905,0.586239448
n12c(nnc1ccc(c2)Cl)N1CCN(C(=O)Cc2cc(C(F)(F)F)ccc2)CC1,0.404792262,0.8401085,0.512406176,0.585768984
C(=O)(N1c2c(CCCC1)cccc2)Nc1cc(C(=O)NCc2cc(c(cc2)OC)OC)ccc1,0.389332127,0.96520156,0.401665553,0.585399746
c1(N2CCOCC2)ncc(CNC(=O)c2cc(c(cc2)OC)OC)cc1,0.369270495,0.9568276,0.429916206,0.585338094
N1=C(CC(C(=O)Nc2cc3c(OCO3)cc2)O1)c1ccc(cc1)F,0.362607706,0.97986746,0.412364312,0.584946492
C1(=C(OCCS1)C)C(=O)Nc1ccc(C(=O)NCc2cc(OC)ccc2)cc1,0.370527134,0.95453346,0.429374862,0.584811818
n12c(nnc2ccc(c1)C(=O)Nc1ccc(cc1)OC)SCC(=O)Nc1ccc(C(=O)C)cc1,0.368976505,0.85278887,0.530385417,0.584050263
S(=O)(=O)(CCC(C(=O)Nc1ccc(Oc2ccccc2)cc1)NC(=O)C)C,0.447785701,0.94226325,0.362092717,0.584047221
N1=C(CC(C(=O)Nc2cc3c(OCO3)cc2)O1)c1c(F)cccc1,0.421553556,0.91175985,0.418732955,0.584015455
S(=O)(=O)(/N=C(\Nc1cc(c(cc1)OC)OC)/Nc1ccc(cc1)OC)C,0.379580682,0.91874504,0.453014904,0.583780209
c12n(c(=O)n(n2)CC(=O)Nc2cc(cc(c2)F)F)ccc(n1)N1CCOCC1,0.289752741,0.9457102,0.514734618,0.583399181
C(=O)(N1CCC(C(=O)Nc2cc(c(c(c2)OC)OC)OC)CC1)c1cc(F)ccc1,0.35898773,0.85168046,0.539118408,0.583262199
c1cc(C(=O)N2CCC(CC2)C(C(=O)N(CC)CC)NC(=O)c2ccc(cc2)C)cc(c1)OC,0.385633387,0.8712975,0.491842828,0.582924565
c1(CNC(=O)CC(c2c[nH]c3c2cccc3)c2cc(OC)ccc2)ccccc1,0.403089118,0.97370493,0.370188287,0.582327446
c1(c(c2c([nH]1)ccc(c2)OC)NC(=O)c1ccccc1)C(=O)NCc1ccc(cc1)OCC,0.431567797,0.88935435,0.425440042,0.582120729
c1(ncc(c2cc(F)ccc2)cn1)Nc1ccc(C(=O)NCc2cc(c(cc2)OCC)OCC)cc1,0.434480779,0.9733675,0.337332649,0.58172698
c12nc(cn1ccc(n2)C)c1ccc(NC(=O)c2cc(F)ccc2)cc1,0.414578993,0.8815406,0.447980801,0.581366797
N1=C(CC(C(=O)Nc2cc(c(cc2)OC)OC)O1)c1cc(Br)ccc1,0.379277852,0.8825949,0.48212266,0.581331798
